[2026-04-14 11:14:17] [INFO] module.loaded version=1.1.0
[2026-04-14 11:15:12] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:14] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:16] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:18] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:20] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:22] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:24] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:26] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:26] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:15:26", "event": "audit.success", "fields": {"review_batch_id": "review-20260414111406-feae6b1d", "asset_count": 5}}
[2026-04-14 11:15:26] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:15:26", "event": "workflow.audit_completed", "fields": {"asset_urls": ["Asset://Asset-20260414111407-5prhr", "Asset://Asset-20260414111418-9p9h6", "Asset://Asset-20260414111428-gvbr2", "Asset://Asset-20260414111442-fv44c", "Asset://Asset-20260414111452-7xxbs"]}}
[2026-04-14 11:15:27] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:15:27", "event": "create_task.payload", "fields": {"payload": {"model": "doubao-seedance-2.0-fast", "content": [{"type": "text", "text": "图1是角色江稚鱼，图2是角色江素兰，图3是角色萧思远，图4是场景皇家秋猎空地，图5是物品御赐玉佩 , 0–10秒：镜头基于首帧极缓右移（左→右），模拟胸腔起伏式微晃。[00:01] 萧思远右臂猛然抬高至胸前，玉佩悬停于阳光直射焦点，表面泛起刺目青白反光（非眩光溢出，保留石纹毛茬质感）；[00:03] 他喉结剧烈上下滚动一次，随即下颌线骤然收紧，咬肌凸起；[00:05] 左手五指完全锁定、掌心朝内压向腰侧鲨鱼皮带扣，靠小臂内旋带动袍袖褶皱瞬时绷直；[00:07] 眉峰陡然上扬，瞳孔收缩，怒容爆发——语速由顿挫转为爆破式连击，natural lip-sync，每句尾字砸落如重锤。\n<Audio>\n<环境音>枯草窸窣声/风过林梢低频沙沙/远处飞鸟掠空声</环境音>\n[00:07-00:10] (左侧男人/暴怒震颤、字字凿地男声) - “素兰！你看看你这好妹妹！！这可是御赐之物！！她不要命了不成？！”\n</Audio>"}, {"type": "image_url", "image_url": {"url": "Asset://Asset-20260414111407-5prhr"}, "role": "reference_image"}, {"type": "image_url", "image_url": {"url": "Asset://Asset-20260414111418-9p9h6"}, "role": "reference_image"}, {"type": "image_url", "image_url": {"url": "Asset://Asset-20260414111428-gvbr2"}, "role": "reference_image"}, {"type": "image_url", "image_url": {"url": "Asset://Asset-20260414111442-fv44c"}, "role": "reference_image"}, {"type": "image_url", "image_url": {"url": "Asset://Asset-20260414111452-7xxbs"}, "role": "reference_image"}], "generate_audio": true, "resolution": "720p", "ratio": "adaptive", "duration": 8}, "payload_file": "D:\\DramaSoft\\字字动画_8_0_25\\_internal\\plugins\\video_plugins\\video_plugin_zlhub_seedance\\request_payloads\\request_payload_20260414_111527_168159_pending.json"}}
[2026-04-14 11:15:27] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:15:27", "event": "create_task.request", "fields": {"endpoint": "https://zlhub.xiaowaiyou.cn/zhonglian/api/v1/proxy/ark/contents/generations/tasks", "timeout": 900, "api_key": "sk-u***9x"}}
[2026-04-14 11:15:28] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:28] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:15:28", "event": "create_task.success", "fields": {"task_id": "cgt-20260414111507-97z2w"}}
[2026-04-14 11:15:29] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:15:29", "event": "poll_task.initial_delay", "fields": {"task_id": "cgt-20260414111507-97z2w", "delay_seconds": 180, "reason": "等待任务落库，避免创建后立刻查询出现 404"}}
[2026-04-14 11:15:30] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:32] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:34] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:36] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:38] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:40] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:42] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:44] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:46] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:48] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:50] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:52] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:54] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:56] [DEBUG] handle_action: get_logs
[2026-04-14 11:15:58] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:00] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:02] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:04] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:06] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:08] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:10] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:12] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:14] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:16] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:18] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:20] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:22] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:24] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:26] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:28] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:30] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:32] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:34] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:36] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:38] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:40] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:42] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:44] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:46] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:48] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:50] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:52] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:54] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:56] [DEBUG] handle_action: get_logs
[2026-04-14 11:16:58] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:00] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:02] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:04] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:06] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:08] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:10] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:12] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:14] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:16] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:18] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:20] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:22] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:24] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:26] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:28] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:30] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:32] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:34] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:36] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:38] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:40] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:42] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:44] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:46] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:48] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:50] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:52] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:54] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:56] [DEBUG] handle_action: get_logs
[2026-04-14 11:17:58] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:00] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:02] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:04] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:06] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:08] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:10] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:12] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:14] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:16] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:18] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:20] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:22] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:24] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:26] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:28] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:29] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:18:29", "event": "poll_task.request", "fields": {"attempt": 1, "request": {"endpoint": "https://zlhub.xiaowaiyou.cn/zhonglian/api/v1/proxy/ark/contents/generations/tasks/cgt-20260414111507-97z2w", "task_id": "cgt-20260414111507-97z2w", "timeout": 900, "max_attempts": 300, "poll_interval": 180, "headers": {"Authorization": "Bearer sk-u***9x", "Content-Type": "application/json"}}}}
[2026-04-14 11:18:29] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:18:29", "event": "poll_task.status", "fields": {"task_id": "cgt-20260414111507-97z2w", "status": "running", "attempt": 1}}
[2026-04-14 11:18:30] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:32] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:34] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:36] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:38] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:40] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:42] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:44] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:46] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:48] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:50] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:52] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:54] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:56] [DEBUG] handle_action: get_logs
[2026-04-14 11:18:58] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:00] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:02] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:04] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:06] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:08] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:10] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:12] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:14] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:16] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:18] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:20] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:22] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:24] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:26] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:28] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:30] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:32] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:34] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:36] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:38] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:40] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:42] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:44] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:46] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:48] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:50] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:52] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:54] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:56] [DEBUG] handle_action: get_logs
[2026-04-14 11:19:58] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:00] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:02] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:04] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:06] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:08] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:10] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:12] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:14] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:16] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:18] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:20] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:22] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:24] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:26] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:28] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:30] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:32] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:34] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:36] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:38] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:40] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:42] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:44] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:46] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:48] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:50] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:52] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:54] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:56] [DEBUG] handle_action: get_logs
[2026-04-14 11:20:58] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:00] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:02] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:04] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:06] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:08] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:10] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:12] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:14] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:16] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:18] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:20] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:22] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:24] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:26] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:28] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:29] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:21:29", "event": "poll_task.request", "fields": {"attempt": 2, "request": {"endpoint": "https://zlhub.xiaowaiyou.cn/zhonglian/api/v1/proxy/ark/contents/generations/tasks/cgt-20260414111507-97z2w", "task_id": "cgt-20260414111507-97z2w", "timeout": 900, "max_attempts": 300, "poll_interval": 180, "headers": {"Authorization": "Bearer sk-u***9x", "Content-Type": "application/json"}}}}
[2026-04-14 11:21:30] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:21:30", "event": "poll_task.status", "fields": {"task_id": "cgt-20260414111507-97z2w", "status": "completed", "attempt": 2}}
[2026-04-14 11:21:30] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:21:30", "event": "download.try", "fields": {"task_id": "cgt-20260414111507-97z2w", "url": "https://ark-acg-cn-beijing.tos-cn-beijing.volces.com/doubao-seedance-2-0/02177613659972600000000000000000000ffffac181cef911946.mp4?X-Tos-Algorithm=TOS4-HMAC-SHA256&X-Tos-Credential=AKLTYWJkZTExNjA1ZDUyNDc3YzhjNTM5OGIyNjBhNDcyOTQ%2F20260414%2Fcn-beijing%2Ftos%2Frequest&X-Tos-Date=20260414T032037Z&X-Tos-Expires=86400&X-Tos-Signature=78406bf3b304a9293babb4e33f397570ff681465377c5cbe4385d9bf801861e5&X-Tos-SignedHeaders=host"}}
[2026-04-14 11:21:30] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:31] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:21:31", "event": "download.success", "fields": {"task_id": "cgt-20260414111507-97z2w", "output_path": "D:\\DramaSoft\\字字动画_8_0_25\\工作目录\\默认\\3月27日\\0001_seedance_cgt-20260414111507-97z2w_20260414_112130.mp4"}}
[2026-04-14 11:21:31] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:21:31", "event": "workflow.success", "fields": {"task_id": "cgt-20260414111507-97z2w", "output_path": "D:\\DramaSoft\\字字动画_8_0_25\\工作目录\\默认\\3月27日\\0001_seedance_cgt-20260414111507-97z2w_20260414_112130.mp4"}}
[2026-04-14 11:21:31] [INFO] [ZLHubSeedance] {"ts": "2026-04-14 11:21:31", "event": "generate.success", "fields": {"outputs": ["D:\\DramaSoft\\字字动画_8_0_25\\工作目录\\默认\\3月27日\\0001_seedance_cgt-20260414111507-97z2w_20260414_112130.mp4"]}}
[2026-04-14 11:21:32] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:34] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:36] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:38] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:40] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:42] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:44] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:46] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:48] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:50] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:52] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:54] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:56] [DEBUG] handle_action: get_logs
[2026-04-14 11:21:58] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:00] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:02] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:04] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:06] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:08] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:10] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:12] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:14] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:16] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:18] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:20] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:22] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:24] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:26] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:28] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:30] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:32] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:34] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:36] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:38] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:40] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:42] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:44] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:46] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:48] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:50] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:52] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:54] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:56] [DEBUG] handle_action: get_logs
[2026-04-14 11:22:58] [DEBUG] handle_action: get_logs
[2026-04-14 11:23:00] [DEBUG] handle_action: get_logs
